customer_id,revenue,most_recent_visit,number_of_orders,recency_days
3186,1379,2006-10-27,14,66
36987,1027,2006-10-23,10,70
29260,1143,2006-06-26,14,189
12494,1294,2006-01-29,14,337
5674,1088,2006-08-18,11,136
5138,396,2006-08-04,9,150
27661,1196,2006-08-09,12,145
7530,1012,2006-09-24,10,99
27010,708,2006-10-09,6,84
7328,1562,2006-06-17,15,198
33846,631,2005-07-21,4,529
27431,406,2005-02-01,3,699
15125,521,2006-08-19,6,135
23276,785,2006-08-20,11,134
22779,1256,2005-11-25,10,402
19054,946,2006-11-02,9,60
26887,726,2006-07-16,7,169
8969,855,2006-10-11,9,82
34153,1084,2006-10-04,12,89
26014,558,2006-07-25,8,160
5172,1394,2006-10-17,10,76
1921,1254,2005-11-22,13,405
11016,1361,2006-02-17,13,318
39408,891,2006-11-30,8,32
10952,656,2006-10-01,9,92
19311,1155,2006-10-27,13,66
17148,482,2005-12-13,6,384
35902,1089,2005-08-19,8,500
34722,613,2006-06-04,7,211
18508,995,2006-04-27,12,249
33567,813,2006-04-30,11,246
38458,774,2006-08-05,9,149
27029,562,2005-11-01,7,426
7158,1276,2006-07-07,13,178
38769,1066,2006-06-24,13,191
10814,910,2006-06-28,11,187
38431,875,2006-09-07,8,116
16261,1354,2006-11-05,15,57
35490,1340,2006-10-08,12,85
38729,1132,2006-10-06,13,87
38973,1080,2006-12-08,11,24
17123,852,2005-12-31,10,366
37190,956,2005-11-14,11,413
34032,1048,2006-02-21,8,314
19229,309,2006-09-21,5,102
9265,772,2006-01-12,9,354
12364,678,2006-05-26,7,220
8768,1163,2006-05-03,13,243
23435,647,2006-06-26,11,189
3312,1680,2006-06-02,16,213
22974,1335,2006-12-05,16,27
18441,1427,2006-08-31,16,123
6739,1570,2006-06-13,10,202
3106,492,2006-09-06,7,117
14125,675,2006-09-24,13,99
2646,1032,2006-08-12,10,142
13443,472,2006-06-17,7,198
14668,1576,2006-10-27,13,66
23769,713,2006-07-25,11,160
2923,1344,2006-02-21,14,314
34893,362,2006-05-12,5,234
6185,738,2006-10-25,9,68
20400,1006,2006-08-08,11,146
17495,2007,2006-09-17,17,106
18284,679,2006-04-04,7,272
30086,1239,2006-07-16,13,169
3468,413,2006-07-27,6,158
17676,803,2006-08-24,7,130
19160,523,2006-07-12,7,173
33657,1331,2006-10-10,12,83
854,612,2006-10-17,8,76
27289,834,2006-03-24,9,283
1250,470,2006-07-19,8,166
4206,537,2005-10-08,8,450
28447,497,2005-12-16,5,381
22095,429,2006-02-14,7,321
17867,742,2006-11-11,8,51
31925,887,2006-10-27,12,66
29180,876,2006-09-09,8,114
22661,1181,2006-06-28,11,187
14281,868,2006-07-30,7,155
14573,1018,2006-09-21,14,102
36497,624,2006-04-30,7,246
7713,1616,2006-09-01,15,122
6253,1583,2006-03-11,12,296
24373,1015,2006-10-28,8,65
2973,634,2006-10-03,6,90
26107,678,2005-05-02,6,609
30991,746,2006-07-11,5,174
6051,1049,2006-06-28,11,187
39957,1320,2006-01-23,11,343
17154,1459,2006-10-24,14,69
38339,1068,2006-09-26,9,97
2592,952,2006-10-28,11,65
10849,1088,2006-10-02,11,91
4742,422,2006-05-29,4,217
16732,211,2006-08-07,4,147
16185,460,2005-06-06,4,574
38303,1273,2006-07-10,10,175
23023,1055,2006-06-18,12,197
3522,921,2006-09-09,11,114
22460,1774,2006-09-29,13,94
21843,1117,2006-08-01,9,153
28472,1049,2006-06-30,10,185
9717,557,2006-08-09,5,145
24358,1342,2006-11-10,12,52
23029,540,2006-10-15,6,78
26275,527,2006-06-20,5,195
20023,680,2005-07-01,7,549
35055,723,2006-07-28,7,157
25356,484,2006-05-06,6,240
13153,1227,2006-08-11,14,143
5734,1122,2006-08-13,14,141
16371,486,2006-05-06,5,240
14055,972,2006-10-10,9,83
9580,1342,2006-08-09,14,145
5773,706,2006-05-18,9,228
22908,929,2006-09-05,10,118
32325,718,2006-03-15,8,292
19253,865,2006-06-15,7,200
22113,1509,2006-05-22,13,224
35270,1224,2006-10-23,13,70
8777,701,2005-07-11,9,539
38206,438,2005-08-26,5,493
20219,747,2006-08-22,8,132
1441,481,2006-12-05,6,27
5099,666,2006-11-21,8,41
38694,636,2006-06-24,7,191
9490,721,2006-06-25,9,190
37777,1128,2006-11-04,12,58
36845,860,2006-07-12,8,173
752,1044,2006-11-14,11,48
8641,741,2006-11-20,9,42
5088,546,2006-07-30,6,155
23735,479,2005-11-26,7,401
36181,506,2006-09-19,7,104
6890,807,2006-04-14,6,262
37346,1305,2006-09-17,15,106
2716,1287,2006-08-29,14,125
20548,607,2006-10-12,8,81
2818,1118,2006-09-01,11,122
3521,723,2006-08-17,7,137
31249,1045,2006-10-26,13,67
5040,391,2006-06-08,6,207
22708,470,2006-09-28,7,95
28348,1843,2006-07-29,16,156
26724,695,2006-08-06,6,148
381,831,2006-09-12,11,111
7691,883,2005-10-25,9,433
24234,326,2006-08-23,8,131
38809,362,2006-07-12,6,173
25520,1305,2006-10-16,12,77
5716,1585,2006-10-17,18,76
13891,682,2006-05-27,8,219
14087,963,2006-09-30,10,93
10297,941,2006-08-13,14,141
16439,361,2006-11-25,6,37
31226,118,2005-08-07,3,512
14368,1449,2006-08-28,14,126
33089,392,2005-08-19,6,500
37107,200,2005-05-24,3,587
16045,783,2006-04-17,11,259
29493,686,2006-10-26,10,67
31805,863,2005-08-19,10,500
5781,1659,2006-08-20,14,134
14733,873,2005-11-04,8,423
25301,1073,2006-01-29,11,337
15787,445,2006-04-03,7,273
697,2002,2006-07-10,15,175
906,1771,2006-08-26,17,128
16557,836,2006-07-07,11,178
34513,811,2006-09-09,8,114
16049,621,2006-09-16,8,107
19479,1562,2006-08-17,14,137
17916,310,2005-11-16,4,411
30285,1328,2006-05-21,13,225
1212,601,2006-10-07,10,86
13082,1115,2006-06-09,13,206
31958,458,2005-11-11,5,416
4436,846,2006-08-20,8,134
28080,573,2006-03-25,11,282
14012,684,2006-04-18,10,258
30921,1056,2006-09-18,13,105
24262,541,2006-06-28,5,187
32777,985,2006-08-29,12,125
32928,1209,2006-09-06,12,117
4610,813,2006-11-27,12,35
15075,1901,2006-08-21,16,133
33568,391,2006-10-10,4,83
23747,1427,2006-07-02,12,183
33003,614,2006-06-05,6,210
17019,985,2006-07-02,11,183
16114,343,2006-08-24,5,130
31595,803,2006-10-01,10,92
38025,2063,2006-09-21,19,102
32980,1259,2006-09-25,15,98
33752,1147,2006-05-19,10,227
22298,1924,2006-09-27,16,96
20544,187,2006-07-25,5,160
10748,726,2005-10-12,8,446
33319,616,2006-08-08,6,146
36325,1464,2006-09-23,10,100
17088,1319,2006-10-05,16,88
7516,1821,2006-07-03,17,182
27916,1180,2006-08-11,10,143
2339,771,2006-06-03,11,212
9697,555,2005-09-22,8,466
39091,516,2006-10-22,6,71
37989,656,2006-06-26,8,189
36680,840,2006-06-22,9,193
19679,765,2006-03-26,9,281
31457,1428,2006-11-13,14,49
12709,417,2006-05-20,6,226
20472,1184,2006-10-28,12,65
2930,1364,2006-09-20,15,103
29721,791,2006-09-22,8,101
16678,1356,2006-08-12,13,142
21943,1015,2006-08-08,10,146
36478,753,2006-06-26,8,189
39165,376,2005-12-16,5,381
39639,383,2006-07-13,4,172
30345,1353,2006-10-02,16,91
2302,632,2006-09-16,7,107
17825,1031,2006-07-31,10,154
5122,740,2006-05-02,9,244
35978,728,2006-09-16,10,107
29443,833,2006-09-20,10,103
13146,1764,2006-05-22,14,224
26654,597,2006-05-10,7,236
127,837,2006-05-07,12,239
10550,733,2006-06-23,8,192
10071,573,2005-08-10,6,509
12135,1289,2006-11-05,16,57
29540,834,2006-11-13,8,49
1957,946,2006-11-10,10,52
33012,1120,2006-08-24,12,130
24186,832,2006-11-27,10,35
26084,733,2006-12-06,9,26
34366,695,2006-06-06,10,209
12695,1012,2006-09-09,10,114
2975,1030,2006-11-05,10,57
3007,863,2006-05-12,12,234
781,623,2005-06-28,6,552
35643,1044,2006-10-23,13,70
2977,822,2006-08-29,8,125
18341,1014,2005-08-11,9,508
33443,997,2006-11-16,10,46
26538,1028,2006-05-12,10,234
449,1203,2006-09-28,12,95
7688,1253,2006-12-11,11,21
7283,572,2006-06-27,7,188
35807,894,2006-06-16,8,199
10171,451,2005-10-25,7,433
36291,836,2005-10-28,9,430
34554,1369,2006-12-05,12,27
13122,839,2006-03-03,10,304
18004,891,2005-08-02,7,517
145,1131,2006-08-21,13,133
24680,1529,2006-07-09,14,176
27078,1037,2006-08-17,11,137
39442,1247,2006-09-08,11,115
5987,698,2006-07-04,7,181
23595,791,2006-09-17,12,106
38631,1310,2006-05-09,8,237
39475,279,2005-12-28,3,369
13038,584,2005-10-14,7,444
19411,786,2006-06-12,11,203
19278,912,2006-07-21,9,164
36292,1107,2006-09-28,13,95
4601,757,2006-09-09,9,114
17264,620,2005-10-11,6,447
35085,570,2006-11-27,7,35
37716,534,2005-09-23,9,465
32839,377,2005-11-02,2,425
13883,1027,2006-05-25,9,221
38403,738,2006-05-02,9,244
3352,1002,2005-11-06,11,421
11067,1071,2006-04-13,11,263
20366,1367,2006-05-19,14,227
2333,839,2006-07-11,11,174
30259,901,2006-11-08,11,54
28414,740,2006-04-17,8,259
153,1141,2006-09-12,13,111
32762,1251,2006-12-13,16,19
24176,595,2006-11-04,7,58
10859,1118,2006-07-18,12,167
30112,939,2006-10-05,10,88
7340,614,2006-09-13,7,110
10933,858,2006-06-30,8,185
14620,620,2006-05-08,8,238
9081,989,2006-07-02,12,183
12321,668,2006-01-30,8,336
26365,697,2006-08-16,7,138
13837,749,2006-05-11,8,235
36720,1075,2006-08-13,13,141
9707,509,2006-04-02,5,274
11948,1243,2006-11-17,11,45
26602,563,2005-08-16,5,503
4400,1231,2006-06-05,11,210
14456,1066,2006-05-27,10,219
3992,185,2005-07-25,3,525
3999,1501,2006-04-18,13,258
31685,681,2005-10-16,8,442
16132,1102,2006-10-14,10,79
19797,1498,2006-11-12,16,50
35599,1487,2006-10-07,14,86
23964,1423,2006-10-27,13,66
39564,1124,2006-03-30,11,277
13239,639,2006-09-04,7,119
38750,315,2006-03-08,4,299
11342,1304,2006-11-01,15,61
26235,674,2005-12-03,7,394
38430,1256,2006-11-22,9,40
14564,778,2006-08-08,11,146
13329,1000,2006-01-01,10,365
10475,1118,2006-11-10,13,52
9256,849,2006-11-08,9,54
16559,1230,2006-07-19,12,166
25741,571,2005-11-30,8,397
37453,1016,2006-07-12,12,173
18245,1228,2006-04-28,10,248
3594,1191,2006-04-21,9,255
29054,508,2006-07-25,7,160
35485,1131,2006-08-07,11,147
38522,675,2006-05-02,8,244
9514,901,2006-04-11,9,265
21932,889,2006-02-06,9,329
366,372,2006-07-16,7,169
31228,1371,2005-11-22,11,405
21270,1418,2006-08-09,13,145
11377,764,2006-03-17,10,290
5963,1249,2006-05-17,11,229
10121,732,2005-09-26,5,462
19276,1232,2006-12-08,15,24
8301,1221,2006-12-12,10,20
36224,632,2005-11-22,6,405
31682,1125,2006-09-19,12,104
17248,697,2006-05-23,7,223
25254,765,2006-11-22,10,40
10901,1425,2006-12-11,12,21
34811,1416,2006-08-25,14,129
11838,280,2006-02-13,5,322
17406,1183,2006-12-12,14,20
3104,1323,2006-07-02,13,183
11751,983,2006-10-01,10,92
39481,1116,2006-10-01,11,92
964,376,2006-09-10,7,113
36262,1751,2006-11-25,16,37
31563,94,2006-08-29,3,125
38860,916,2006-08-13,9,141
12861,1105,2006-08-03,9,151
16368,1467,2006-10-08,13,85
25586,1555,2006-12-06,15,26
24525,932,2006-01-29,10,337
18306,1546,2006-09-29,13,94
20985,1563,2006-12-05,14,27
30196,1753,2005-10-13,14,445
6366,699,2006-03-24,7,283
3030,1228,2006-08-25,12,129
8547,1296,2006-09-06,14,117
34132,1961,2006-10-03,18,90
1583,683,2006-07-14,8,171
37072,1142,2006-10-22,13,71
733,540,2006-10-03,9,90
25756,1230,2006-07-09,13,176
6475,729,2006-10-18,8,75
22332,863,2005-09-26,10,462
11104,879,2006-11-13,13,49
37603,701,2006-06-05,10,210
38051,1536,2006-08-26,15,128
27014,1469,2006-10-19,15,74
18608,1277,2006-07-05,14,180
39305,678,2006-09-17,6,106
15701,830,2005-07-27,8,523
30447,1053,2006-12-03,11,29
232,580,2006-06-24,4,191
39133,508,2006-09-02,9,121
37778,732,2006-03-25,8,282
27035,1323,2006-10-03,15,90
224,1141,2006-02-05,10,330
20038,1135,2006-06-26,8,189
5315,620,2006-10-19,8,74
6914,930,2006-06-30,9,185
26328,586,2005-12-03,6,394
2000,2030,2006-05-17,17,229
35670,1200,2006-10-21,11,72
3949,1008,2006-01-25,11,341
39280,786,2006-10-16,12,77
2117,686,2005-11-17,8,410
9691,1081,2006-08-18,9,136
28127,676,2006-05-04,7,242
25414,2225,2006-08-23,21,131
11349,839,2006-07-01,10,184
33100,962,2006-02-27,10,308
11516,1377,2006-10-18,10,75
38579,553,2006-09-19,6,104
5820,792,2006-01-05,6,361
19883,432,2006-04-18,8,258
30561,1060,2006-06-12,9,203
3821,673,2006-10-08,6,85
11417,845,2006-03-29,8,278
3217,797,2006-06-06,8,209
23787,685,2006-09-16,6,107
28853,1102,2006-07-06,12,179
25064,1073,2006-09-02,13,121
18894,1111,2006-05-15,10,231
37235,1276,2005-10-05,13,453
36837,722,2006-09-18,9,105
2064,1362,2005-11-25,10,402
28157,652,2006-08-16,7,138
39188,1202,2006-07-24,13,161
39138,1460,2006-04-12,14,264
28712,874,2006-06-14,11,201
26860,1317,2006-04-30,13,246
18089,1081,2006-09-07,11,116
2474,1536,2006-10-18,14,75
21307,1030,2006-04-23,9,253
12051,718,2006-03-06,8,301
15863,1109,2005-11-15,11,412
11452,506,2006-11-01,7,61
2965,495,2006-04-21,7,255
32829,619,2006-08-06,9,148
3457,632,2006-09-23,8,100
21472,654,2006-07-05,9,180
28090,817,2006-08-07,10,147
24769,1403,2006-12-20,15,12
4240,871,2006-10-07,7,86
30906,1458,2006-09-15,13,108
37977,840,2005-11-10,10,417
21141,1611,2006-11-05,16,57
15038,1313,2006-10-12,13,81
26118,1410,2006-11-14,12,48
19340,573,2006-10-25,7,68
36029,1426,2006-12-02,14,30
31995,1088,2006-07-21,11,164
39434,1142,2006-06-23,11,192
30679,627,2006-11-26,6,36
1114,1041,2006-07-28,9,157
13493,1099,2006-08-13,9,141
9239,1010,2006-10-24,11,69
4096,503,2006-09-01,6,122
13244,899,2006-10-23,10,70
34060,743,2006-10-21,7,72
34860,582,2006-06-09,8,206
26219,735,2005-11-07,9,420
28645,502,2006-10-03,4,90
17502,1056,2006-09-01,9,122
21567,438,2006-06-28,7,187
35015,665,2006-10-19,7,74
23078,954,2006-11-16,10,46
13901,587,2006-09-17,6,106
4800,1089,2006-06-18,13,197
11861,1255,2006-09-15,12,108
24018,1252,2006-05-12,10,234
9176,1062,2006-08-02,10,152
28795,1393,2006-10-04,16,89
13108,737,2006-06-27,8,188
24743,1262,2006-04-10,9,266
36140,1311,2006-12-09,13,23
38399,947,2006-07-13,9,172
30157,1018,2006-10-31,8,62
26062,751,2006-11-28,9,34
33546,504,2005-08-26,4,493
7897,1563,2006-09-12,16,111
28143,409,2006-11-12,8,50
15674,70,2005-09-18,1,470
18033,789,2006-10-20,9,73
31363,1534,2006-07-01,13,184
30886,588,2006-11-13,8,49
25603,553,2006-06-11,8,204
20515,992,2006-11-28,13,34
21775,874,2006-07-19,10,166
21441,815,2006-10-13,10,80
6847,1371,2006-11-08,14,54
18370,1252,2005-09-26,13,462
21066,689,2006-08-11,9,143
1058,874,2006-09-17,7,106
17247,248,2006-10-24,3,69
9509,968,2006-09-26,12,97
5454,672,2006-10-03,9,90
21895,786,2006-10-31,8,62
11399,842,2005-12-17,12,380
8786,980,2005-05-21,7,590
23150,1159,2006-06-16,11,199
29087,1590,2006-09-17,19,106
21335,908,2006-06-12,8,203
39180,888,2006-04-07,11,269
15406,284,2006-07-18,4,167
14449,739,2006-12-23,8,9
33885,986,2006-03-05,11,302
21682,875,2006-02-22,10,313
38645,939,2006-10-14,8,79
35300,451,2006-06-16,5,199
27591,1276,2006-10-05,13,88
29382,1318,2006-10-27,13,66
25890,1228,2006-09-13,12,110
16625,724,2006-06-19,8,196
27240,1021,2006-07-13,10,172
17381,1511,2006-11-17,14,45
27691,1417,2006-12-02,15,30
25956,798,2006-05-30,10,216
6666,1333,2006-09-15,12,108
17414,1430,2006-03-11,12,296
26555,770,2006-10-01,8,92
2424,1401,2006-08-31,15,123
25938,1003,2006-07-12,11,173
31947,834,2006-07-24,9,161
33216,1315,2006-11-16,13,46
36263,1439,2006-07-30,12,155
29073,702,2006-10-28,9,65
320,595,2006-10-24,7,69
17903,1105,2006-12-08,13,24
10026,687,2006-12-07,8,25
6260,880,2006-01-20,11,346
28227,1349,2006-10-01,15,92
15969,1027,2006-05-30,11,216
29803,1095,2006-08-23,12,131
39806,434,2006-07-13,5,172
1950,500,2006-10-04,8,89
30978,1095,2006-06-26,10,189
8586,1025,2006-05-22,9,224
34859,920,2006-07-23,8,162
36694,988,2006-10-31,13,62
14156,673,2006-05-02,7,244
4320,481,2006-06-06,9,209
3710,1437,2006-08-04,14,150
2457,726,2005-09-13,8,475
39202,1049,2006-08-29,9,125
15588,920,2006-05-25,9,221
8247,705,2006-08-31,9,123
6717,1393,2006-09-11,12,112
363,986,2006-06-21,9,194
27639,1214,2006-07-19,17,166
15527,1797,2006-12-25,16,7
11745,862,2006-08-06,8,148
32648,741,2005-12-21,7,376
24832,935,2006-08-22,10,132
2204,503,2006-04-06,5,270
20552,880,2006-08-08,10,146
7167,878,2006-03-29,9,278
15535,541,2006-10-22,6,71
11685,755,2006-03-01,9,306
3919,491,2006-06-24,10,191
14259,1116,2006-05-02,12,244
38547,691,2005-09-25,8,463
6976,1039,2005-12-28,9,369
23128,1030,2005-08-29,10,490
26653,954,2006-10-03,8,90
14153,1262,2006-07-24,13,161
23215,1406,2006-08-11,13,143
17194,1036,2006-05-09,11,237
20153,1308,2006-10-06,14,87
34929,1367,2006-01-28,17,338
28998,382,2005-11-15,4,412
33065,710,2005-12-21,9,376
35737,835,2006-06-07,8,208
3096,775,2005-07-22,8,528
36173,804,2006-12-15,9,17
16053,952,2006-10-21,8,72
30934,1173,2006-09-03,12,120
9859,599,2005-07-15,9,535
32146,439,2006-08-18,6,136
30547,1147,2006-06-01,12,214
11479,1251,2006-07-08,11,177
15528,1196,2006-10-31,10,62
5218,683,2006-11-17,7,45
4695,1382,2006-08-02,13,152
7465,903,2006-06-16,6,199
19627,855,2006-04-10,12,266
33636,1178,2006-03-25,11,282
31713,708,2006-07-13,9,172
17266,939,2006-10-24,7,69
12482,661,2005-12-09,8,388
30341,1173,2006-10-05,15,88
14721,1073,2006-03-10,12,297
21761,775,2006-06-29,9,186
38623,725,2006-06-15,6,200
25253,804,2006-08-31,9,123
38024,834,2006-06-11,8,204
1230,1372,2006-08-23,13,131
32249,493,2006-04-09,6,267
20194,1099,2006-11-06,10,56
6370,894,2006-12-25,8,7
30488,1124,2006-03-08,13,299
17836,1122,2006-11-06,14,56
2648,1084,2006-08-16,12,138
33132,911,2006-08-08,9,146
25349,522,2006-07-24,5,161
10593,1577,2005-10-30,16,428
1124,466,2006-08-19,5,135
36014,882,2006-09-24,10,99
24376,554,2006-07-01,8,184
25713,1168,2006-08-21,12,133
29929,227,2006-08-29,4,125
2842,894,2006-11-30,11,32
24956,1356,2006-10-26,13,67
33214,720,2006-09-07,6,116
27086,938,2006-10-09,12,84
38899,339,2005-01-06,4,725
25540,641,2006-12-14,7,18
7515,1511,2006-03-14,14,293
12215,675,2006-06-13,6,202
10498,1393,2006-08-09,17,145
19562,1688,2006-09-29,21,94
31739,997,2006-11-26,10,36
26194,936,2006-08-11,10,143
5462,648,2006-01-18,7,348
38102,752,2006-12-14,8,18
38720,933,2006-10-13,9,80
24033,1600,2006-07-16,14,169
11599,1520,2005-12-15,13,382
28162,1647,2006-06-19,13,196
35646,1184,2006-12-01,10,31
3427,725,2006-04-28,8,248
36692,1021,2006-09-24,10,99
23752,1005,2006-04-13,11,263
30013,1232,2006-01-03,9,363
36080,1495,2006-12-27,14,5
24070,706,2006-10-24,11,69
6654,1289,2006-04-23,12,253
14471,851,2006-06-26,10,189
38527,988,2006-03-31,9,276
26927,746,2006-09-17,12,106
6147,1322,2006-12-02,11,30
14637,721,2006-07-07,11,178
3812,1194,2006-06-19,13,196
12855,827,2006-09-06,9,117
28935,1009,2006-05-11,11,235
33675,1064,2006-12-05,10,27
38030,1465,2006-02-25,15,310
15461,1144,2006-10-31,12,62
22925,1005,2006-10-02,10,91
36640,187,2005-11-14,5,413
12782,840,2006-11-13,11,49
22256,804,2006-06-21,6,194
420,526,2006-09-06,7,117
13650,1230,2006-07-17,12,168
2352,1456,2006-10-07,11,86
39801,885,2006-10-26,11,67
36232,1481,2006-10-06,15,87
26223,743,2006-05-11,8,235
35714,1226,2006-09-07,13,116
28898,1291,2006-11-11,13,51
22143,1234,2005-11-07,11,420
21185,672,2006-11-04,7,58
31804,885,2006-03-13,9,294
10694,758,2006-06-22,9,193
37006,1270,2005-12-03,11,394
23203,975,2005-10-10,11,448
7062,731,2006-10-09,11,84
20496,1098,2006-05-31,10,215
19028,621,2006-04-09,9,267
21753,602,2006-05-15,5,231
36966,721,2005-08-19,9,500
19320,351,2006-12-13,7,19
8987,1067,2006-10-04,12,89
7630,1319,2006-09-26,14,97
33268,917,2006-11-29,8,33
2082,407,2005-11-01,8,426
16810,604,2005-09-30,6,458
16474,1177,2006-06-29,9,186
14556,1010,2006-10-12,9,81
9745,908,2006-11-28,9,34
16951,521,2006-08-13,8,141
36825,770,2006-09-11,11,112
37452,804,2006-06-27,11,188
26287,1318,2006-01-06,11,360
32445,472,2006-12-30,5,2
187,221,2005-05-06,4,605
34741,914,2006-05-21,10,225
38821,800,2006-11-28,8,34
15520,1271,2006-08-12,15,142
28038,609,2006-09-08,6,115
22938,1653,2006-10-25,20,68
14432,692,2006-12-02,10,30
12515,696,2005-10-12,7,446
1685,1028,2006-05-20,10,226
277,716,2006-08-15,7,139
10779,1324,2006-11-09,12,53
38001,928,2005-07-09,7,541
35528,1539,2006-09-27,14,96
21757,747,2006-10-31,11,62
17583,728,2006-10-09,8,84
3806,1055,2006-09-10,11,113
16658,498,2006-07-18,6,167
38292,689,2006-10-08,6,85
33912,435,2006-08-07,8,147
604,707,2006-07-07,10,178
23310,1987,2006-08-18,16,136
20632,752,2006-06-29,9,186
27979,1343,2006-11-14,12,48
33851,971,2006-08-23,9,131
31208,1589,2006-09-29,18,94
38930,1023,2006-03-09,9,298
13228,1656,2006-08-30,13,124
28236,1037,2005-12-07,11,390
25078,904,2006-08-19,7,135
15557,843,2005-11-04,8,423
14127,818,2006-08-21,10,133
3095,930,2006-11-27,12,35
39313,1981,2006-09-18,19,105
10339,897,2005-08-30,6,489
2972,980,2006-08-19,12,135
33446,830,2006-10-20,9,73
24534,549,2005-08-20,7,499
21671,634,2006-03-20,6,287
20721,919,2006-11-12,13,50
7312,1129,2006-10-30,11,63
23661,840,2006-07-24,11,161
6799,995,2006-09-20,10,103
37962,1075,2006-08-04,11,150
6026,886,2006-06-30,11,185
5133,1077,2006-10-02,9,91
5825,669,2006-06-27,8,188
9333,750,2006-12-16,8,16
26221,1148,2006-07-09,9,176
8317,1079,2006-08-03,11,151
34985,1018,2006-12-25,11,7
10074,202,2005-09-09,2,479
2776,596,2006-12-11,8,21
27750,885,2006-04-23,10,253
38501,1518,2006-07-19,15,166
28991,309,2006-09-19,4,104
13562,790,2006-04-01,10,275
36305,907,2005-08-22,8,497
16639,738,2006-08-25,7,129
16373,356,2006-06-24,5,191
33363,928,2006-04-29,13,247
28578,688,2006-05-28,5,218
39464,1388,2006-10-21,13,72
35209,969,2006-09-17,8,106
39634,980,2006-06-24,13,191
17570,1524,2006-11-19,15,43
10284,805,2005-08-03,6,516
23212,395,2006-08-20,6,134
15355,615,2005-12-17,7,380
33537,1304,2006-07-23,15,162
11556,1360,2006-12-13,13,19
22101,610,2006-06-13,6,202
33347,707,2006-09-02,7,121
26588,1012,2006-10-31,9,62
20531,630,2006-01-23,7,343
19752,993,2006-11-14,10,48
4120,902,2006-03-20,8,287
12455,845,2006-12-13,10,19
12688,923,2006-05-21,10,225
17233,1264,2006-10-20,12,73
13971,653,2006-11-05,8,57
34299,632,2006-06-08,8,207
26985,1039,2006-11-08,12,54
26109,979,2005-12-08,12,389
33735,757,2006-07-05,8,180
29336,694,2005-11-07,9,420
12974,718,2006-10-06,8,87
34731,1676,2006-03-09,16,298
32037,669,2006-10-05,10,88
22888,815,2006-10-07,9,86
525,628,2005-08-11,9,508
37392,570,2006-09-09,7,114
32742,1359,2006-10-10,14,83
1807,1426,2005-09-02,13,486
6531,1122,2006-09-24,11,99
9064,519,2006-04-09,6,267
20067,837,2006-07-01,8,184
5455,818,2006-07-21,10,164
24398,1480,2006-06-25,14,190
4502,883,2006-10-11,12,82
12566,651,2006-11-02,7,60
21194,751,2005-12-08,7,389
36792,532,2006-06-12,7,203
34110,781,2006-07-23,10,162
21506,566,2005-07-10,6,540
3873,936,2006-07-30,10,155
39276,774,2006-08-03,8,151
30955,1106,2006-10-25,9,68
4276,687,2006-09-18,9,105
39042,924,2006-12-23,13,9
13005,1194,2006-11-11,11,51
210,1276,2006-08-09,14,145
29744,1269,2006-11-29,14,33
22722,1363,2006-08-10,12,144
34891,1147,2006-09-13,13,110
1347,448,2005-08-21,3,498
2316,1854,2006-11-19,18,43
31345,1333,2006-08-30,15,124
17751,1545,2006-09-11,18,112
22084,953,2006-12-03,11,29
14597,1040,2006-12-23,10,9
1986,777,2006-09-17,7,106
26071,1784,2006-08-14,17,140
9132,877,2006-05-28,13,218
8906,701,2006-05-13,6,233
10926,792,2006-07-22,8,163
12924,618,2006-08-23,6,131
1106,1947,2006-08-31,17,123
16682,1474,2006-10-31,15,62
9545,746,2006-06-04,8,211
2519,927,2006-06-30,9,185
963,662,2006-09-03,9,120
30731,302,2006-11-08,5,54
11831,1523,2006-10-09,16,84
35141,798,2006-07-20,12,165
6424,725,2006-11-30,9,32
20774,1143,2006-08-29,12,125
1497,1345,2006-11-06,15,56
29782,1037,2006-03-25,11,282
5370,523,2005-06-26,4,554
8696,947,2006-07-30,7,155
38637,586,2006-03-04,6,303
19593,1213,2006-07-30,12,155
10027,652,2006-09-06,9,117
34170,951,2006-06-06,14,209
5039,857,2006-08-15,11,139
33754,1100,2006-09-27,11,96
6823,1057,2006-10-08,13,85
29347,560,2006-09-15,8,108
19312,483,2006-10-31,8,62
16492,1156,2006-06-08,8,207
23598,1125,2006-08-13,12,141
34046,910,2006-08-29,9,125
15208,480,2005-07-29,6,521
9857,699,2006-11-16,9,46
29235,946,2006-09-18,9,105
37448,1103,2006-05-12,15,234
27650,970,2006-08-23,10,131
11747,1425,2006-08-16,11,138
25055,1530,2006-06-15,12,200
35365,1213,2006-10-24,12,69
3083,1148,2006-11-02,13,60
3984,1012,2006-11-06,14,56
10624,1325,2006-10-05,12,88
1806,1291,2006-07-22,15,163
14930,1166,2006-10-22,10,71
14715,599,2006-08-02,9,152
4331,1295,2006-04-21,12,255
5055,619,2005-09-29,6,459
8238,1212,2006-10-13,13,80
4834,1386,2006-07-19,11,166
29042,556,2006-12-10,8,22
21221,580,2006-12-11,7,21
26729,1409,2006-06-26,14,189
39445,663,2006-10-29,10,64
20803,985,2006-11-07,11,55
28183,809,2006-09-29,8,94
5349,776,2006-04-21,9,255
29301,966,2006-04-17,10,259
5897,849,2006-03-03,6,304
281,620,2006-09-28,10,95
8030,872,2006-07-24,10,161
26036,969,2006-09-21,9,102
7658,787,2006-08-11,9,143
13569,983,2006-12-19,8,13
